9.8	-0.095634011	0.212121212	0.004166667	-24.1
54.6	-0.091873767	0.883495146	0.0375	-4.7
2627.6	-0.208610632	0.920092443	0.666666667	-407.1
12.8	-0.142735902	0.089761571	0.004166667	-95.1
1382.4	-0.086859924	1.057204038	0.433333333	648.9
6	-0.134877676	0.064935065	0	-59.1
1389.6	-0.154609232	1.034544372	1	-70.8
8.2	-0.0577237	0.436170213	0.004166667	-2.9
6.2	-0.175489883	0.043356643	0	28.7
34	-0.1239755	0.295138889	0.033333333	-48
17	-0.041002758	1.011904762	0.020833333	-0.6
5.8	-0.108566429	0.094155844	0.004166667	-47.3
8.8	-0.038115433	1	0.008333333	-0.2
5.6	-0.03742881	0.875	0	-0.3
5.6	-0.504704793	0.001004196	0	4342
7.4	-0.034498526	0.973684211	0.004166667	-1.1
27.6	-0.072572643	0.711340206	0.025	-13.6
13.2	-0.059023796	0.584070796	0.008333333	-2.5
21.8	-0.099217628	0.393501805	0.016666667	-43
14.4	-0.070423456	0.393442623	0.008333333	-10.5
16	-0.14368265	0.24691358	0	1.2
28	-0.10057226	0.445859873	0.020833333	-46
326.2	-0.258855459	0.218457005	0.1625	-603.3
24.8	-0.088108662	0.527659574	0.020833333	-17.4
75	-0.048590635	1.213592233	0.029166667	-1.1
5.6	-0.034446037	1.217391304	0	-0.2
16.2	-0.042035165	0.975903614	0.008333333	1
21.2	-0.068217133	0.726027397	0.033333333	-5.2
13.6	-0.194975193	0.069672131	0.008333333	36.4
32.4	-0.05250141	1.285714286	0.029166667	-6
8241.4	-0.120751844	1.016101987	0.995833333	105.2
14.2	-0.044282505	0.731958763	0.008333333	1.8
6	-0.032705935	1.071428571	0	-0.3
6	-0.1901386	0.017584994	0.008333333	-302.4
28.8	-0.070835168	0.637168142	0.033333333	-6.4
24.8	-0.041960197	1.24	0.008333333	-1.3
10137.2	-0.471875948	0.748939817	0.433333333	1705.6
7.2	-0.045514144	0.382978723	0	-2.4
77	-0.160336752	0.407407407	0.0375	-151.4
6381	-0.194640925	0.985939431	1	-184
14.2	-0.097213669	0.349753695	0.008333333	-20.4
27.6	-0.101289648	0.456953642	0.025	-35.9
7.8	-0.124078584	0.111747851	0	-44.3
6	-0.034481074	1.111111111	0	-2.7
6.2	-0.075518976	0.210884354	0.004166667	-14.3
39.4	-0.048259194	0.887387387	0	1.4
13.2	-0.376968158	0.007466063	0.008333333	1741.9
13	-0.058548403	0.698924731	0.0125	-1.6
7.6	-0.041234628	0.716981132	0	-0.4
13.2	-0.038135259	1.294117647	0.004166667	0.8
5.8	-0.267015801	0.00915404	0	460.6
10.8	-0.041362244	0.857142857	0	0.2
15.4	-0.036645412	1.283333333	0.0125	-0.3
82.6	-0.098861155	0.826	0.091666667	-35.3
4808.2	-0.337967423	0.747659773	1	23.5
5.6	-0.041213166	0.509090909	0	0.4
10	-0.075950331	0.41322314	0.004166667	-8.7
6.8	-0.149399483	0.095238095	0	26.8
9.4	-0.156076324	0.059193955	0	-69
17.2	-0.043295635	0.966292135	0.0375	-1.9
16.8	-0.183261793	0.062874251	0.008333333	-201.8
15	-0.047921443	0.986842105	0.0125	1.3
6	-0.19111602	0.031779661	0	108
79.4	-0.42156079	0.031737149	0.054166667	1503.6
37.8	-0.062424256	0.875	0.041666667	-3.4
77.6	-0.178268075	0.412327311	0.029166667	45.6
46.6	-0.043494879	1.28021978	0	0.4
8.4	-0.10343068	0.145833333	0.004166667	-35.1
33.8	-0.105493888	0.45308311	0.033333333	-34.6
9.2	-0.085284267	0.494623656	0.004166667	-10.4
38.2	-0.083361092	0.582317073	0.041666667	-7.8
5.6	-0.085399974	0.266666667	0	-12.7
6.4	-0.035472888	1.032258065	0.004166667	-0.5
2610.2	-0.376994234	0.399871316	0.4375	-3037.7
78	-0.055638378	1.185410334	0.041666667	3.9
75.2	-0.049183822	1.362318841	0	2.6
25.6	-0.09594032	0.481203008	0.0125	-7.9
1710.6	-0.214825657	0.843740752	0.4	-618
12.8	-0.10608754	0.236162362	0.0125	-33.5
3847.4	-0.132265211	1.018908898	1	-65
9.8	-0.04006932	1.020833333	0.004166667	0.8
11.6	-0.045067232	0.58	0.008333333	-0.8
5.6	-0.248526786	0.012727273	0.004166667	212.8
14	-0.155967443	0.127272727	0.0125	35.9
9.2	-0.064366335	0.46	0.008333333	-5.3
3589.8	-0.353592037	0.595619711	0.304166667	194.6
